Pos,Player,Salary,Fpts,$/Point
PG,Chris Paul,9300.00,45.91,$ 202.57
PG,Tony Parker,4300.00,22.2,$ 193.69
SG,C.J. McCollum,7400.00,37.96,$ 194.94
SG,Allen Crabbe,3600.00,19.64,$ 183.30
SF,Carmelo Anthony,7800.00,37.54,$ 207.78
SF,Andrew Wiggins,6300.00,32.74,$ 192.43
PF,Draymond Green,7800.00,38.2,$ 204.19
PF,LaMarcus Aldridge,7000.00,36.29,$ 192.89
C,Pau Gasol,6500.00,33.94,$ 191.51
,,60000,304.42,$ 197.10
