Pos,Player,Salary,Fpts,$/Point
PG,John Wall,10600,49.37,$ 214.71
PG,Yogi Ferrell,5600,27.68,$ 202.31
SG,Victor Oladipo,5700,29.03,$ 196.35
SG,Norman Powell,4800,24.83,$ 193.31
SF,Joe Ingles,3700,19.77,$ 187.15
SF,Matt Barnes,3800,23.44,$ 162.12
PF,Lavoy Allen,3500,20.32,$ 172.24
PF,Anthony Davis,11300,54.38,$ 207.80
C,DeMarcus Cousins,11000,55.51,$ 198.16
,,60000,304.33,$ 197.15
