Pos,Player,Salary,Fpts,$/Point
PG,John Wall,9300.00,45.84,$ 202.88
PG,Tim Frazier,4900.00,27.62,$ 177.41
SG,James Harden,11400.00,53.26,$ 214.04
SG,Will Barton,5200.00,27.14,$ 191.60
SF,LeBron James,9400.00,45.74,$ 205.51
SF,Andre Roberson,4000.00,22.95,$ 174.29
PF,Markieff Morris,4700.00,25.73,$ 182.67
PF,Dario Saric,4100.00,21.98,$ 186.53
C,Joel Embiid,6400.00,36.58,$ 174.96
,,59400,306.84,$ 193.59
