Pos,Player,Salary,Fpts,$/Point
PG,Kyle Lowry,8700.00,42.68,$ 203.84
PG,Deron Williams,6400.00,29.98,$ 213.48
SG,DeMar DeRozan,8400.00,39.6,$ 212.12
SG,Wesley Matthews,5500.00,26.51,$ 207.47
SF,Gordon Hayward,7800.00,37.17,$ 209.85
SF,Michael Kidd-Gilchrist,4700.00,23.29,$ 201.80
PF,Kevin Love,8300.00,36.54,$ 227.15
PF,Julius Randle,6600.00,30.24,$ 218.25
C,Kelly Olynyk,3600.00,17.8,$ 202.25
,,60000,283.81,$ 211.41
