Pos,Player,Salary,Fpts,$/Point
PG,Derrick Rose,6600.00,30.33,$ 217.61
PG,Darren Collison,5700.00,29.28,$ 194.67
SG,Evan Fournier,5900.00,29.13,$ 202.54
SG,Kentavious Caldwell-Pope,5700.00,28.8,$ 197.92
SF,Carmelo Anthony,7800.00,37.7,$ 206.90
SF,Matt Barnes,4200.00,22.99,$ 182.69
PF,Anthony Davis,11900.00,57.2,$ 208.04
PF,Kristaps Porzingis,7500.00,38.8,$ 193.30
C,Steven Adams,4700.00,24.43,$ 192.39
,,60000,298.66,$ 200.90
