Pos,Player,Salary,Fpts,$/Point
PG,Kyle Lowry,8400.00,41.34,$ 203.19
PG,Rajon Rondo,5900.00,33.51,$ 176.07
SG,Will Barton,4800.00,28.89,$ 166.15
SG,Brandon Knight,4300.00,25.95,$ 165.70
SF,Kevin Durant,10500.00,47.65,$ 220.36
SF,Jimmy Butler,8800.00,40.61,$ 216.70
PF,Nikola Mirotic,4200.00,26.36,$ 159.33
PF,Frank Kaminsky,4300.00,26.26,$ 163.75
C,Hassan Whiteside,8600.00,44.59,$ 192.87
,,59800,315.16,$ 189.74
