Pos,Player,Salary,Fpts,$/Point
PG,John Wall,9200.00,43.29,$ 212.52
PG,Elfrid Payton,5800.00,27.65,$ 209.76
SG,James Harden,11800.00,52.04,$ 226.75
SG,Nicolas Batum,6400.00,28.78,$ 222.38
SF,Justise Winslow,5000.00,24.45,$ 204.50
SF,Trevor Ariza,4900.00,22.81,$ 214.82
PF,Markieff Morris,5800.00,29.96,$ 193.59
PF,Ryan Anderson,5000.00,25.35,$ 197.24
C,Marcin Gortat,5900.00,30.26,$ 194.98
,,59800,284.59,$ 210.13
