Pos,Player,Salary,Fpts,$/Point
PG,Jameer Nelson,4000.00,26.75,$ 149.53
PG,Eric Bledsoe,7800.00,41.81,$ 186.56
SG,Brandon Knight,4300.00,26.19,$ 164.18
SG,Kyle Korver,3700.00,19.92,$ 185.74
SF,LeBron James,10000.00,45.07,$ 221.88
SF,Wilson Chandler,6200.00,34.24,$ 181.07
PF,Paul Millsap,7800.00,41.1,$ 189.78
PF,Thaddeus Young,5600.00,31.39,$ 178.40
C,DeMarcus Cousins,10400.00,49.59,$ 209.72
,,59800,316.06,$ 189.20
