Pos,Player,Salary,Fpts,$/Point
PG,Kyrie Irving,7500.00,37.88,$ 197.99
PG,Ricky Rubio,5700.00,28.33,$ 201.20
SG,Giannis Antetokounmpo,10400.00,50.69,$ 205.17
SG,Louis Williams,5800.00,29.26,$ 198.22
SF,LeBron James,10100.00,50.13,$ 201.48
SF,Justise Winslow,4700.00,25.53,$ 184.10
PF,Jon Leuer,4900.00,26.1,$ 187.74
PF,Marvin Williams,4300.00,23.34,$ 184.23
C,Marcin Gortat,6500.00,32.18,$ 201.99
,,59900,303.44,$ 197.40
