Pos,Player,Salary,Fpts,$/Point
PG,Kyle Lowry,8000,39.48,$ 202.63
PG,T.J. McConnell,4600,25.02,$ 183.85
SG,Kentavious Caldwell-Pope,5700,28.72,$ 198.47
SG,Gary Harris,4700,24.34,$ 193.10
SF,Kawhi Leonard,8300,39.55,$ 209.86
SF,Gordon Hayward,8000,39.26,$ 203.77
PF,LaMarcus Aldridge,7900,37.27,$ 211.97
PF,Gorgui Dieng,5600,28.5,$ 196.49
C,Joel Embiid,7200,37.46,$ 192.21
,,60000,299.6,$ 200.27
