Pos,Player,Salary,Fpts,$/Point
PG,Jordan Clarkson,5600,31.3,$ 178.91
PG,D'Angelo Russell,6500,35.8,$ 181.56
SG,Victor Oladipo,6000,31,$ 193.55
SG,James Harden,12500,56.54,$ 221.08
SF,Taurean Prince,3800,22.61,$ 168.07
SF,Robert Covington,6800,31.18,$ 218.09
PF,Ersan Ilyasova,4800,27.5,$ 174.55
PF,Skal Labissiere,4700,24.16,$ 194.54
C,DeMarcus Cousins,9300,48.68,$ 191.04
,,60000,308.77,$ 194.32
