Pos,Player,Salary,Fpts,$/Point
PG,Brandon Jennings,4600,27.48,$ 167.39
PG,Russell Westbrook,12600,59.09,$ 213.23
SG,Norman Powell,4900,25.72,$ 190.51
SG,Klay Thompson,6400,32.94,$ 194.29
SF,C.J. Miles,4000,25.09,$ 159.43
SF,Kevin Durant,10600,50.07,$ 211.70
PF,Nerlens Noel,4700,28.22,$ 166.55
PF,Draymond Green,7900,41.66,$ 189.63
C,Robin Lopez,4300,23.66,$ 181.74
,,60000,313.93,$ 191.13
