Pos,Player,Salary,Fpts,$/Point
PG,Stephen Curry,8800.00,43.95,$ 200.23
PG,Kemba Walker,8200.00,40.83,$ 200.83
SG,Josh Richardson,4400.00,25.25,$ 174.26
SG,Brandon Knight,4700.00,24.94,$ 188.45
SF,Kevin Durant,9900.00,48.5,$ 204.12
SF,Harrison Barnes,5900.00,29.92,$ 197.19
PF,Draymond Green,8000.00,38.06,$ 210.19
PF,Frank Kaminsky,4300.00,23.69,$ 181.51
C,Joel Embiid,5700.00,30.04,$ 189.75
,,59900,305.18,$ 196.28
