Pos,Player,Salary,Fpts,$/Point
PG,Isaiah Thomas,8100.00,40.16,$ 201.69
PG,D'Angelo Russell,6100.00,30.45,$ 200.33
SG,Giannis Antetokounmpo,9900.00,47.83,$ 206.98
SG,Devin Booker,5900.00,32.35,$ 182.38
SF,Carmelo Anthony,7400.00,38.14,$ 194.02
SF,T.J. Warren,6300.00,34.05,$ 185.02
PF,Derrick Favors,5900.00,34.09,$ 173.07
PF,Amir Johnson,4400.00,26.86,$ 163.81
C,Jusuf Nurkic,6000.00,32.35,$ 185.47
,,60000,316.28,$ 189.71
