Pos,Player,Salary,Fpts,$/Point
PG,Jrue Holiday,7100.00,34.38,$ 206.52
PG,Brandon Jennings,4800.00,26.35,$ 182.16
SG,Giannis Antetokounmpo,9900.00,47.41,$ 208.82
SG,Langston Galloway,4100.00,19.7,$ 208.12
SF,Kevin Durant,9700.00,47.44,$ 204.47
SF,Kawhi Leonard,8300.00,43.2,$ 192.13
PF,LaMarcus Aldridge,6300.00,32.07,$ 196.45
PF,Ed Davis,3600.00,17.56,$ 205.01
C,Myles Turner,6200.00,30.96,$ 200.26
,,60000,299.07,$ 200.62
