Pos,Player,Salary,Fpts,$/Point
PG,Chris Paul,9600,44.9,$ 213.81
PG,Damian Lillard,9200,45.2,$ 203.54
SG,Gary Harris,5400,29.33,$ 184.11
SG,Nicolas Batum,6800,34.48,$ 197.22
SF,Justin Anderson,3500,22.39,$ 156.32
SF,Moe Harkless,4800,27.96,$ 171.67
PF,Bobby Portis,4400,24.73,$ 177.92
PF,Nikola Jokic,9900,47.47,$ 208.55
C,Jusuf Nurkic,6400,36.29,$ 176.36
,,60000,312.75,$ 191.85
