Pos,Player,Salary,Fpts,$/Point
PG,Russell Westbrook,12500,59.21,$ 211.11
PG,Matthew Dellavedova,3900,23.99,$ 162.57
SG,James Harden,12100,55.2,$ 219.20
SG,Dion Waiters,6000,30.74,$ 195.19
SF,Robert Covington,5400,27.92,$ 193.41
SF,Evan Turner,4400,25.31,$ 173.84
PF,Zach Randolph,5900,31.01,$ 190.26
PF,Nerlens Noel,4100,24.94,$ 164.39
C,Steven Adams,5500,28.95,$ 189.98
,,59800,307.27,$ 194.62
