Pos,Player,Salary,Fpts,$/Point
PG,Ricky Rubio,5600.00,31.15,$ 179.78
PG,Rajon Rondo,6000.00,30.26,$ 198.28
SG,James Harden,12000.00,56.77,$ 211.38
SG,Wesley Matthews,5300.00,26.47,$ 200.23
SF,Thabo Sefolosha,4400.00,23.43,$ 187.79
SF,Kent Bazemore,4400.00,22.55,$ 195.12
PF,Anthony Davis,11200.00,52.75,$ 212.32
PF,Jabari Parker,6400.00,31.96,$ 200.25
C,John Henson,4600.00,22.51,$ 204.35
,,59900,297.85,$ 201.11
