Pos,Player,Salary,Fpts,$/Point
PG,Malcolm Brogdon,4600,26.45,$ 173.91
PG,T.J. McConnell,4100,24.28,$ 168.86
SG,James Harden,11800,55.35,$ 213.19
SG,Giannis Antetokounmpo,10700,51.53,$ 207.65
SF,Carmelo Anthony,7900,38.71,$ 204.08
SF,Jae Crowder,5300,26.91,$ 196.95
PF,Ersan Ilyasova,5800,28.2,$ 205.67
PF,James Johnson,5500,27.25,$ 201.83
C,Willie Reed,4100,21.92,$ 187.04
,,59800,300.6,$ 198.94
