Pos,Player,Salary,Fpts,$/Point
PG,Deron Williams,6700.00,32.65,$ 205.21
PG,Shelvin Mack,4700.00,26.46,$ 177.63
SG,James Harden,11400.00,57.79,$ 197.27
SG,Rodney Hood,4800.00,25.73,$ 186.55
SF,Gordon Hayward,7800.00,44.06,$ 177.03
SF,Jae Crowder,5100.00,26.44,$ 192.89
PF,Julius Randle,6100.00,28.02,$ 217.70
PF,Enes Kanter,5500.00,27.7,$ 198.56
C,Rudy Gobert,7900.00,38.77,$ 203.77
,,60000,307.62,$ 195.05
