Pos,Player,Salary,Fpts,$/Point
PG,D.J. Augustin,3800.00,21.93,$ 173.28
PG,Shelvin Mack,4000.00,21.49,$ 186.13
SG,Giannis Antetokounmpo,10300.00,48.5,$ 212.37
SG,Will Barton,5600.00,32.13,$ 174.29
SF,LeBron James,9800.00,46.98,$ 208.60
SF,Kawhi Leonard,8200.00,41.98,$ 195.33
PF,LaMarcus Aldridge,6300.00,36.11,$ 174.47
PF,Boris Diaw,3600.00,20.67,$ 174.17
C,Marc Gasol,8400.00,42.95,$ 195.58
,,60000,312.74,$ 191.85
