Pos,Player,Salary,Fpts,$/Point
PG,Kyrie Irving,7400.00,37.82,$ 195.66
PG,Emmanuel Mudiay,5600.00,26.81,$ 208.88
SG,DeMar DeRozan,9200.00,41.02,$ 224.28
SG,Iman Shumpert,3900.00,21.99,$ 177.35
SF,T.J. Warren,6300.00,29.06,$ 216.79
SF,Harrison Barnes,6000.00,28.21,$ 212.69
PF,Kevin Love,7500.00,38.4,$ 195.31
PF,Terrence Jones,4500.00,26.03,$ 172.88
C,DeMarcus Cousins,9600.00,47.2,$ 203.39
,,60000,296.54,$ 202.33
