Pos,Player,Salary,Fpts,$/Point
PG,Ricky Rubio,7600,35.82,$ 212.17
PG,Patty Mills,4400,20.85,$ 211.03
SG,Jeremy Lamb,4900,28.17,$ 173.94
SG,James Harden,12000,57.43,$ 208.95
SF,Paul George,8100,38.68,$ 209.41
SF,Trevor Ariza,5000,25.76,$ 194.10
PF,Julius Randle,6500,32.4,$ 200.62
PF,Willie Cauley-Stein,5500,29.04,$ 189.39
C,Al Horford,6000,29.85,$ 201.01
,,60000,298,$ 201.34
