Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Oklahoma City,at MIL,,,
Milwaukee,OKC,3in4,,
New Orleans,at CLE,,,
Cleveland,NOP,,,
Orlando,at NYK,B2B,,
New York,ORL,3in4,,
Utah,at BKN,,at BOS,3in4-B2B
Brooklyn,UTA,,,
Washington,at HOU,,at DAL,B2B
Houston,WAS,3in4,,
Charlotte,at CHI,,,
Chicago,CHA,3in4,,
Denver,at GSW,,SAC,B2B
Golden State,DEN,,,
Phoenix,at LAC,,MIA,3in4-B2B
L.A. Clippers,PHO,3in4,,
