Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
L.A. Lakers,at LAC,,DET,3in4-B2B
L.A. Clippers,LAL,,,
New Orleans,at CHI,,,
Chicago,NOP,,at MEM,3in4-B2B
San Antonio,at PHO,,,
Phoenix,SAS,,,
Philadelphia,at WAS,3in4-B2B,,
Washington,PHI,,,
Orlando,at UTA,3in4-B2B,,
Utah,ORL,B2B,,
