Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Sacramento,at PHI,3in4,,
Philadelphia,SAC,3in4,,
Memphis,at TOR,,ORL,3in4-B2B
Toronto,MEM,,,
Detroit,at BOS,B2B,,
Boston,DET,,,
Washington,at OKC,,,
Oklahoma City,WAS,,,
L.A. Lakers,at CHI,3in4-B2B,,
Chicago,LAL,,,
New York,at MIN,,,
Minnesota,NYK,,,
San Antonio,at DAL,B2B,,
Dallas,SAS,,at CHA,B2B
Miami,at DEN,,at UTA,3in4-B2B
Denver,MIA,,,
Atlanta,at PHO,3in4,,
Phoenix,ATL,,,
Indiana,at POR,,,
Portland,IND,,,
