Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Sacramento,at WAS,3in4-B2B,,
Washington,SAC,3in4,,
Boston,at MIA,,,
Miami,BOS,3in4,,
Philadelphia,at TOR,3in4-B2B,,
Toronto,PHI,,,
Oklahoma City,at NYK,3in4,,
New York,OKC,3in4,,
Charlotte,at MEM,3in4,DET,4in5-B2B
Memphis,CHA,3in4,,
Utah,at MIN,,HOU,B2B
Minnesota,UTA,3in4,,
Atlanta,at GSW,3in4-B2B,,
Golden State,ATL,3in4,,
