Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Sacramento,at OKC,,at SAS,B2B
Oklahoma City,SAC,,,
Portland,at ATL,,at MIA,B2B
Atlanta,POR,,,
Washington,at CHA,3in4-B2B,,
Charlotte,WAS,,,
Cleveland,at LAC,,at LAL,3in4-B2B
L.A. Clippers,CLE,3in4,,
Utah,at CHI,3in4,,
Chicago,UTA,3in4-B2B,,
San Antonio,at MEM,,SAC,B2B
Memphis,SAS,3in4,,
Houston,at DEN,3in4-B2B,,
Denver,HOU,,,
Milwaukee,at GSW,3in4-B2B,,
Golden State,MIL,,,
