Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Atlanta,at NYK,3in4-B2B,,
New York,ATL,B2B,,
Portland,at WAS,,,
Washington,POR,,,
Philadelphia,at MIL,3in4,,
Milwaukee,PHI,3in4-B2B,,
New Orleans,at IND,,,
Indiana,NOP,,,
Orlando,at DEN,3in4,,
Denver,ORL,,at LAL,B2B
Charlotte,at BOS,,,
Boston,CHA,,,
Cleveland,at GSW,,,
Golden State,CLE,,,
Utah,at PHO,3in4,,
Phoenix,UTA,,,
Oklahoma City,at LAC,3in4-B2B,,
L.A. Clippers,OKC,,,
