Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Utah,at IND,,,
Indiana,UTA,B2B,,
Philadelphia,at ORL,3in4-B2B,,
Orlando,PHI,,,
Atlanta,at CHA,,,
Charlotte,ATL,,,
Washington,at BOS,3in4,,
Boston,WAS,3in4-B2B,,
Denver,at HOU,,,
Houston,DEN,3in4,,
Golden State,at OKC,,at DAL,3in4-B2B
Oklahoma City,GSW,,,
New York,at LAC,,,
L.A. Clippers,NYK,,at LAL,3in4-B2B
