Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Phoenix,at MIL,,,
Milwaukee,PHO,,at CLE,3in4-B2B
San Antonio,at LAL,,,
L.A. Lakers,SAS,,,
Memphis,at DEN,,,
Denver,MEM,3in4,,
Utah,at WAS,,,
Washington,UTA,,,
Portland,at TOR,,,
Toronto,POR,,at NYK,3in4-B2B
Boston,at DET,,ATL,3in4-B2B
Detroit,BOS,,,
New Orleans,at OKC,3in4-B2B,,
Oklahoma City,NOP,,,
Charlotte,at LAC,3in4-B2B,,
L.A. Clippers,CHA,3in4,,
