Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Memphis,at CLE,,,
Cleveland,MEM,,,
Orlando,at ATL,,,
Atlanta,ORL,,,
Minnesota,at CHI,,,
Chicago,MIN,,,
Golden State,at NOP,3in4,,
New Orleans,GSW,3in4,,
New York,at PHO,,,
Phoenix,NYK,,,
Oklahoma City,at POR,,,
Portland,OKC,3in4-B2B,,
