Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Cleveland,at PHI,,,
Philadelphia,CLE,,at TOR,3in4-B2B
Denver,at PHO,,,
Phoenix,DEN,,,
Sacramento,at BKN,,at WAS,3in4-B2B
Brooklyn,SAC,,,
Milwaukee,at ORL,,,
Orlando,MIL,,,
L.A. Clippers,at IND,,,
Indiana,LAC,,,
New Orleans,at DAL,,,
Dallas,NOP,,,
Houston,at POR,,,
Portland,HOU,,,
Atlanta,at LAL,,at GSW,3in4-B2B
L.A. Lakers,ATL,,,
