Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Utah,at LAC,,,
L.A. Clippers,UTA,,SAC,3in4-B2B
Washington,at CLE,3in4-B2B,,
Cleveland,WAS,3in4-B2B,,
Toronto,at DAL,,,
Dallas,TOR,,,
New York,at SAS,3in4,,
San Antonio,NYK,,,
Minnesota,at POR,B2B,,
Portland,MIN,,at LAL,3in4-B2B
