Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Milwaukee,at CLE,B2B,,
Cleveland,MIL,B2B,,
Minnesota,at ATL,,,
Atlanta,MIN,,,
Memphis,at DET,3in4-B2B,,
Detroit,MEM,,,
Washington,at CHI,3in4,,
Chicago,WAS,,,
Oklahoma City,at NOP,,,
New Orleans,OKC,3in4-B2B,,
Houston,at PHO,B2B,,
Phoenix,HOU,,,
Sacramento,at UTA,3in4-B2B,,
Utah,SAC,3in4-B2B,,
Dallas,at POR,3in4,,
Portland,DAL,B2B,,
