Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Washington,at IND,3in4-B2B,,
Indiana,WAS,,at NYK,3in4-B2B
Atlanta,at OKC,3in4,,
Oklahoma City,ATL,,,
Phoenix,at MIN,,,
Minnesota,PHO,,,
Detroit,at CHI,3in4,,
Chicago,DET,,,
Dallas,at DEN,3in4-B2B,,
Denver,DAL,,at LAC,3in4-B2B
