Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Miami,at CHA,,,
Charlotte,MIA,3in4-B2B,,
Toronto,at DET,3in4-B2B,,
Detroit,TOR,,,
Oklahoma City,at MEM,3in4-B2B,,
Memphis,OKC,3in4-B2B,,
Denver,at HOU,3in4-B2B,,
Houston,DEN,,,
Cleveland,at BOS,3in4-B2B,,
Boston,CLE,,at ATL,B2B
L.A. Lakers,at SAS,,,
San Antonio,LAL,3in4-B2B,,
Golden State,at PHO,3in4-B2B,,
Phoenix,GSW,,,
Dallas,at LAC,3in4-B2B,,
L.A. Clippers,DAL,,,
