Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Chicago,at CHA,3in4-B2B,,
Charlotte,CHI,3in4,,
Dallas,at TOR,3in4,,
Toronto,DAL,3in4,,
Washington,at MIN,3in4,,
Minnesota,WAS,3in4,,
Atlanta,at SAS,3in4,,
San Antonio,ATL,,,
Milwaukee,at MEM,3in4,,
Memphis,MIL,,,
L.A. Clippers,at UTA,,,
Utah,LAC,,,
Orlando,at SAC,3in4,,
Sacramento,ORL,3in4,,
L.A. Lakers,at DEN,B2B,,
Denver,LAL,3in4,,
