Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Orlando,at DET,3in4,,
Detroit,ORL,,,
New Orleans,at OKC,,MEM,3in4-B2B
Oklahoma City,NOP,,at ATL,B2B
Sacramento,at NYK,,,
New York,SAC,,,
Indiana,at LAC,,at GSW,B2B
L.A. Clippers,IND,3in4,,
