Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Sacramento,at PHI,3in4,at HOU,
Philadelphia,SAC,3in4-B2B,,
Brooklyn,at MIA,3in4,,
Miami,BKN,3in4,,
Orlando,at MIN,3in4-B2B,,
Minnesota,ORL,,,
Detroit,at BOS,,,
Boston,DET,3in4,,
Cleveland,at DAL,3in4-B2B,,
Dallas,CLE,B2B,,
Memphis,at PHO,3in4,,
Phoenix,MEM,,,
