Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Brooklyn,at MIL,,,
Milwaukee,BKN,,,
Minnesota,at CHA,3in4-B2B,,
Charlotte,MIN,,,
Boston,at PHI,3in4-B2B,,
Philadelphia,BOS,3in4-B2B,,
Atlanta,at TOR,3in4-B2B,,
Toronto,ATL,3in4-B2B,,
L.A. Lakers,at MEM,4in5-B2B,,
Memphis,LAL,3in4,,
Chicago,at DAL,3in4-B2B,,
Dallas,CHI,3in4,,
Denver,at UTA,3in4-B2B,,
Utah,DEN,,,
Miami,at POR,3in4,,
Portland,MIA,,,
Phoenix,at GSW,,,
Golden State,PHO,,,
