Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Washington,at CHA,,BOS,3in4-B2B
Charlotte,WAS,3in4,,
Golden State,at MIA,3in4-B2B,,
Miami,GSW,,,
Sacramento,at DET,3in4,,
Detroit,SAC,,,
San Antonio,at BKN,,at TOR,3in4-B2B
Brooklyn,SAS,3in4,,
L.A. Clippers,at ATL,,at PHI,3in4-B2B
Atlanta,LAC,3in4,,
Houston,at MIL,3in4,,
Milwaukee,HOU,3in4,,
Cleveland,at NOP,,,
New Orleans,CLE,,,
New York,at IND,,,
Indiana,NYK,3in4,,
Oklahoma City,at UTA,,,
Utah,OKC,3in4,at DEN,4in5-B2B
