Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
New York,at CHA,B2B,,
Charlotte,NYK,3in4-B2B,,
San Antonio,at WAS,3in4-B2B,,
Washington,SAS,B2B,,
Memphis,at MIA,3in4-B2B,,
Miami,MEM,3in4-B2B,,
Detroit,at OKC,3in4-B2B,,
Oklahoma City,DET,4in5-B2B,,
Minnesota,at GSW,3in4-B2B,,
Golden State,MIN,3in4-B2B,,
