Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Sacramento,at CLE,,,
Cleveland,SAC,,,
Miami,at BKN,,,
Brooklyn,MIA,,,
Houston,at BOS,,,
Boston,HOU,B2B,,
Philadelphia,at MIL,B2B,,
Milwaukee,PHI,,,
Oklahoma City,at NOP,,DAL,3in4-B2B
New Orleans,OKC,,,
Atlanta,at CHI,,,
Chicago,ATL,B2B,,
Golden State,at CHA,3in4,,
Charlotte,GSW,,,
Toronto,at MEM,3in4-B2B,,
Memphis,TOR,,,
New York,at DAL,,,
Dallas,NYK,,at OKC,B2B
L.A. Lakers,at POR,,at UTA,B2B
Portland,LAL,,,
