Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
New Orleans,at MIL,3in4,,
Milwaukee,NOP,,,
Chicago,at MIA,3in4-B2B,,
Miami,CHI,,,
Golden State,at DEN,3in4-B2B,,
Denver,GSW,,,
L.A. Lakers,at SAC,,,
Sacramento,LAL,,at POR,3in4-B2B
