Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Minnesota,at OKC,,,
Oklahoma City,MIN,3in4,,
Cleveland,at PHI,,,
Philadelphia,CLE,,,
Washington,at ORL,3in4-B2B,,
Orlando,WAS,,,
Chicago,at IND,3in4-B2B,,
Indiana,CHI,,,
Denver,at DET,,,
Detroit,DEN,,,
Houston,at ATL,,,
Atlanta,HOU,3in4-B2B,,
Sacramento,at MIL,,,
Milwaukee,SAC,,,
L.A. Clippers,at SAS,3in4-B2B,,
San Antonio,LAC,B2B,,
