Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Orlando,at IND,,at NYK,B2B
Indiana,ORL,,,
San Antonio,at ATL,,,
Atlanta,SAS,,,
Detroit,at MIA,,,
Miami,DET,3in4,,
Portland,at MIN,,,
Minnesota,POR,,,
Toronto,at LAL,,,
L.A. Lakers,TOR,,,
