Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Orlando,at CHA,,CLE,3in4-B2B
Charlotte,ORL,,NOP,3in4-B2B
Golden State,at MIN,,at SAS,3in4-B2B
Minnesota,GSW,,at MIL,3in4-B2B
Indiana,at MIL,,,
Milwaukee,IND,,MIN,3in4-B2B
Toronto,at ATL,,at MIA,3in4-B2B
Atlanta,TOR,,at MEM,3in4-B2B
Houston,at CHI,,,
Chicago,HOU,,,
Boston,at DEN,,,
Denver,BOS,,at SAC,3in4-B2B
Brooklyn,at DAL,,,
Dallas,BKN,,PHO,B2B
Washington,at SAC,3in4,at POR,4in5-B2B
Sacramento,WAS,,DEN,3in4-B2B
