Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Charlotte,at PHI,,,
Philadelphia,CHA,,at WAS,3in4-B2B
Brooklyn,at TOR,3in4-B2B,,
Toronto,BKN,,,
Memphis,at HOU,,,
Houston,MEM,3in4,,
Oklahoma City,at MIN,,,
Minnesota,OKC,,,
Miami,at MIL,,,
Milwaukee,MIA,,,
Boston,at ATL,3in4,,
Atlanta,BOS,,,
Orlando,at POR,,at UTA,3in4-B2B
Portland,ORL,3in4,,
Cleveland,at SAC,3in4,,
Sacramento,CLE,,,
Detroit,at UTA,3in4-B2B,,
Utah,DET,,ORL,B2B
