Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Minnesota,at PHI,,,
Philadelphia,MIN,,,
Indiana,at DET,,,
Detroit,IND,,,
Utah,at BOS,3in4-B2B,,
Boston,UTA,,,
Toronto,at SAS,,,
San Antonio,TOR,,,
Washington,at DAL,B2B,,
Dallas,WAS,,,
Miami,at PHO,,at SAC,3in4-B2B
Phoenix,MIA,3in4-B2B,,
Sacramento,at DEN,,MIA,B2B
Denver,SAC,B2B,,
Memphis,at LAL,,at LAC,B2B
L.A. Lakers,MEM,,,
