Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Orlando,at WAS,,BOS,3in4-B2B
Washington,ORL,B2B,,
New York,at MIA,,CLE,3in4-B2B
Miami,NYK,,at ATL,B2B
Chicago,at DET,4in5-B2B,,
Detroit,CHI,,at CHA,3in4-B2B
San Antonio,at MIN,B2B,,
Minnesota,SAS,,,
Philadelphia,at MEM,4in5-B2B,,
Memphis,PHI,3in4-B2B,,
Phoenix,at UTA,,IND,B2B
Utah,PHO,3in4-B2B,,
