Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
L.A. Lakers,at WAS,,at BOS,3in4-B2B
Washington,LAL,,,
Atlanta,at HOU,B2B,,
Houston,ATL,,CHI,3in4-B2B
Philadelphia,at SAS,B2B,,
San Antonio,PHI,,,
Golden State,at LAC,B2B,,
L.A. Clippers,GSW,B2B,,
