Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Charlotte,at ATL,3in4-B2B,,
Atlanta,CHA,,at IND,3in4-B2B
Oklahoma City,at MIN,,DEN,3in4-B2B
Minnesota,OKC,,at HOU,3in4-B2B
Denver,at DAL,,at OKC,3in4-B2B
Dallas,DEN,,at MEM,3in4-B2B
New Orleans,at LAL,,at POR,B2B
L.A. Lakers,NOP,,at GSW,3in4-B2B
Phoenix,at SAC,,,
Sacramento,PHO,,at LAC,3in4-B2B
