Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Phoenix,at CLE,,,
Cleveland,PHO,,,
Dallas,at MIA,,UTA,3in4-B2B
Miami,DAL,,,
Washington,at NYK,3in4-B2B,,
New York,WAS,4in5-B2B,,
Denver,at SAS,3in4,,
San Antonio,DEN,,,
Minnesota,at LAC,,,
L.A. Clippers,MIN,,,
