Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Golden State,at PHI,,at WAS,3in4-B2B
Philadelphia,GSW,3in4,,
Milwaukee,at CLE,3in4-B2B,,
Cleveland,MIL,,,
Toronto,at NYK,3in4-B2B,,
New York,TOR,,,
Atlanta,at BOS,3in4,,
Boston,ATL,3in4-B2B,,
Indiana,at HOU,3in4,,
Houston,IND,,,
Miami,at DAL,3in4,,
Dallas,MIA,3in4,,
Minnesota,at SAC,3in4,,
Sacramento,MIN,,,
