Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Charlotte,at IND,3in4,,
Indiana,CHA,3in4,,
Washington,at MIA,,,
Miami,WAS,3in4,,
Milwaukee,at TOR,3in4,,
Toronto,MIL,,,
Brooklyn,at HOU,,,
Houston,BKN,3in4,,
Denver,at DAL,,,
Dallas,DEN,3in4,,
Portland,at LAC,,OKC,3in4-B2B
L.A. Clippers,POR,,,
L.A. Lakers,at SAC,3in4-B2B,,
Sacramento,LAL,3in4,,
