Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Indiana,at PHI,,,
Philadelphia,IND,,,
Cleveland,at MIA,3in4-B2B,,
Miami,CLE,3in4,,
Brooklyn,at BOS,,,
Boston,BKN,,,
Washington,at DET,,,
Detroit,WAS,3in4-B2B,,
Orlando,at CHI,,,
Chicago,ORL,,,
Charlotte,at MIL,,at ATL,3in4-B2B
Milwaukee,CHA,,,
San Antonio,at POR,3in4,,
Portland,SAS,,,
Houston,at LAC,3in4-B2B,,
L.A. Clippers,HOU,,,
Utah,at GSW,3in4,,
Golden State,UTA,,,
