Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Phoenix,at BKN,,at BOS,3in4-B2B
Brooklyn,PHO,,at WAS,3in4-B2B
Toronto,at MIA,,,
Miami,TOR,,,
L.A. Clippers,at DAL,3in4,,
Dallas,LAC,,,
Memphis,at SAS,,,
San Antonio,MEM,,,
New York,at POR,3in4-B2B,,
Portland,NYK,,,
