Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
New York,at ORL,,,
Orlando,NYK,,,
Philadelphia,at MIA,,,
Miami,PHI,,,
Dallas,at ATL,,,
Atlanta,DAL,,,
Washington,at TOR,3in4-B2B,,
Toronto,WAS,3in4,,
Cleveland,at BOS,,,
Boston,CLE,3in4,,
Detroit,at NOP,3in4-B2B,,
New Orleans,DET,,,
Denver,at MIL,3in4-B2B,,
Milwaukee,DEN,3in4,,
Indiana,at SAS,,,
San Antonio,IND,,,
Minnesota,at UTA,,,
Utah,MIN,3in4-B2B,,
Brooklyn,at SAC,,,
Sacramento,BKN,,,
Houston,at LAC,,,
L.A. Clippers,HOU,,,
