Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Phoenix,at OKC,,,
Oklahoma City,PHO,,,
Indiana,at DET,3in4,,
Detroit,IND,3in4-B2B,,
Charlotte,at ATL,3in4-B2B,,
Atlanta,CHA,B2B,,
L.A. Lakers,at CLE,3in4-B2B,,
Cleveland,LAL,,,
Houston,at MIN,3in4-B2B,,
Minnesota,HOU,,,
New York,at DEN,,,
Denver,NYK,,,
Portland,at GSW,,,
Golden State,POR,,,
