Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Chicago,at BKN,,,
Brooklyn,CHI,,,
Boston,at CHA,3in4,,
Charlotte,BOS,,,
Indiana,at ORL,,,
Orlando,IND,,,
Miami,at WAS,3in4-B2B,,
Washington,MIA,,,
Milwaukee,at PHI,,,
Philadelphia,MIL,,,
L.A. Clippers,at SAS,,,
San Antonio,LAC,4in5-B2B,,
Utah,at POR,B2B,,
Portland,UTA,,,
New Orleans,at GSW,B2B,,
Golden State,NOP,,,
