Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Portland,at ORL,,,
Orlando,POR,,,
Charlotte,at DET,,,
Detroit,CHA,,,
Houston,at NOP,,,
New Orleans,HOU,,,
New York,at CLE,,,
Cleveland,NYK,,,
Denver,at SAC,,BKN,B2B
Sacramento,DEN,,,
L.A. Clippers,at GSW,,SAS,B2B
Golden State,LAC,,,
