Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Brooklyn,at DET,,,
Detroit,BKN,3in4,at MIL,4in5-B2B
L.A. Lakers,at MIN,,,
Minnesota,LAL,,,
Cleveland,at CHI,,PHI,B2B
Chicago,CLE,,,
L.A. Clippers,at PHO,B2B,,
Phoenix,LAC,,,
Houston,at POR,,at GSW,3in4-B2B
Portland,HOU,,,
