Team,Today Opp,Today Situation,Tmrw Opp,Tmrw Situation
Milwaukee,at ATL,,PHI,3in4-B2B
Atlanta,MIL,,at NYK,3in4-B2B
New York,at TOR,,ATL,B2B
Toronto,NYK,,,
Minnesota,at DAL,,,
Dallas,MIN,,,
Houston,at BKN,,,
Brooklyn,HOU,3in4,,
Oklahoma City,at SAC,,at LAC,3in4-B2B
Sacramento,OKC,,,
Chicago,at MEM,3in4-B2B,,
Memphis,CHI,,,
Detroit,at LAL,3in4,,
L.A. Lakers,DET,3in4-B2B,,
